title,publication,Book Series Title,Journal Volume,Journal Issue,doi,author,Publication Year,url,Content Type
Social Engineering Attacks During the COVID-19 Pandemic,SN Computer Science,,,,10.1007/s42979-020-00443-1,Venkatesha SushruthK. Rahul ReddyB. R. Chandavarkar,2021,https://link.springer.com/article/10.1007/s42979-020-00443-1,Article
Using artificial intelligence (AI) and deepfakes to deceive victims: the need to rethink current romance fraud prevention messaging,Crime Prevention and Community Safety,,,,10.1057/s41300-021-00134-w,Cassandra Cross,2022,https://link.springer.com/article/10.1057/s41300-021-00134-w,Article
Cyber threat assessment and management for securing healthcare ecosystems using natural language processing,International Journal of Information Security,,,,10.1007/s10207-023-00769-w,Stefano SilvestriShareful IslamDmitry AmelinGabriele WeilerSpyridon PapastergiouMario Ciampi,2023,https://link.springer.com/article/10.1007/s10207-023-00769-w,Article
Technology Issues,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_6,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_6,Chapter
Online Grooming,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_9,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_9,Chapter
The Crime-Crypto Nexus: Nuancing Risk Across Crypto-Crime Transactions,Financial Crime and the Law,,,,10.1007/978-3-031-59543-1_2,Rhianna HamiltonChristian Leuprecht,2024,https://link.springer.com/chapter/10.1007/978-3-031-59543-1_2,Chapter
Overview and Importance of Data Governance,Data Governance,,,,10.1007/978-3-031-67268-2_1,Dimitrios Sargiotis,2024,https://link.springer.com/chapter/10.1007/978-3-031-67268-2_1,Chapter
INCHAIN: a cyber insurance architecture with smart contracts and self-sovereign identity on top of blockchain,International Journal of Information Security,,,,10.1007/s10207-023-00741-8,Aristeidis FaraoGeorgios PaparisSakshyam PandaEmmanouil PanaousisApostolis ZarrasChristos Xenakis,2023,https://link.springer.com/article/10.1007/s10207-023-00741-8,Article
A logical consideration on fraudulent email communication,Artificial Life and Robotics,,,,10.1007/s10015-020-00597-4,Seiko MyojinNoboru Babaguchi,2020,https://link.springer.com/article/10.1007/s10015-020-00597-4,Article
Introduction and Contextual Background of Cybercrime as an Emerging Phenomenon in Africa,Cybercrime and Challenges in South Africa,,,,10.1007/978-981-99-3057-9_1,Stanley Osezua EhianeMosud Y. Olumoye,2023,https://link.springer.com/chapter/10.1007/978-981-99-3057-9_1,Chapter
A lightweight and proactive rule-based incremental construction approach to detect phishing scam,Information Technology and Management,,,,10.1007/s10799-021-00351-7,M. SatheeshKumarK. G. SrinivasaganG. UnniKrishnan,2022,https://link.springer.com/article/10.1007/s10799-021-00351-7,Article
Estimating vulnerability metrics with word embedding and multiclass classification methods,International Journal of Information Security,,,,10.1007/s10207-023-00734-7,Hakan KekülBurhan ErgenHalil Arslan,2023,https://link.springer.com/article/10.1007/s10207-023-00734-7,Article
Leveraging Artificial Intelligence Capabilities for Real-Time Monitoring of Cybersecurity Threats,Explainable Artificial Intelligence for Cyber Security,,,,10.1007/978-3-030-96630-0_7,Nickson M. KarieNor Masri Bin SahriWencheng YangMichael N. Johnstone,2022,https://link.springer.com/chapter/10.1007/978-3-030-96630-0_7,Chapter
Cybersecurity,Digital Health Entrepreneurship,,,,10.1007/978-3-031-33902-8_11,Richard Staynings,2023,https://link.springer.com/chapter/10.1007/978-3-031-33902-8_11,Chapter
IT Security Technical Controls,IT Security Controls,,,,10.1007/978-1-4842-7799-7_4,Virgilio ViegasOben Kuyucu,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7799-7_4,Chapter
A roadmap for governing AI: technology governance and power-sharing liberalism,AI and Ethics,,,,10.1007/s43681-024-00635-y,Danielle AllenSarah HubbardWoojin LimAllison StangerShlomit WagmanKinney ZalesneOmoaholo Omoakhalen,2025,https://link.springer.com/article/10.1007/s43681-024-00635-y,Article
Prevention and mitigation measures against phishing emails: a sequential schema model,Security Journal,,,,10.1057/s41284-021-00318-x,Yumi E. SuzukiSergio A. Salinas Monroy,2021,https://link.springer.com/article/10.1057/s41284-021-00318-x,Article
Barriers to Corporate Compliance,Corporate Compliance,,,,10.1007/978-3-031-16123-0_5,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-031-16123-0_5,Chapter
Fraud Risk Management: Using Fraud Analytics to Combat External and Insider Threats,Encyclopedia of Security and Emergency Management,,,,10.1007/978-3-319-70488-3_296,Pierre-Luc PomerleauMathieu Auger-Perreault,2021,https://link.springer.com/rwe/10.1007/978-3-319-70488-3_296,Reference work entry
Behavioral Anomaly Model for Detecting Compromised Accounts on a Social Network,Advances in Computational Collective Intelligence,,,,10.1007/978-3-030-88113-9_20,Antonin FuchsMiroslava Mikusova,2021,https://link.springer.com/chapter/10.1007/978-3-030-88113-9_20,Conference paper
Die Geschichte der Digitalisierung,Digitalisierung in Wirtschaft und Gesellschaft,,,,10.1007/978-3-658-42206-6_2,Christian J. Jäggi,2023,https://link.springer.com/chapter/10.1007/978-3-658-42206-6_2,Chapter
A Framework for Analysis Attackers’ Accounts,"Security, Privacy and User Interaction",,,,10.1007/978-3-030-43754-1_4,Hossein SiadatiJay KovenChristian Felix da SilvaMarkus JakobssonEnrico BertiniDavid MaimonNasir Memon,2020,https://link.springer.com/chapter/10.1007/978-3-030-43754-1_4,Chapter
The Cybersecurity Wild West,Cyber Threat Intelligence,,,,10.1007/978-1-4842-7220-6_1,Aaron Roberts,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7220-6_1,Chapter
Organized Crime During and After the Pandemic,Global Security in Times of Covid-19,,,,10.1007/978-3-030-82230-9_11,Virginia Comolli,2022,https://link.springer.com/chapter/10.1007/978-3-030-82230-9_11,Chapter
Cybersecurity Threats in Africa,The Palgrave Handbook of Sustainable Peace and Security in Africa,,,,10.1007/978-3-030-82020-6_10,Tabitha MwangiTracy AsavaIretioluwa Akerele,2022,https://link.springer.com/chapter/10.1007/978-3-030-82020-6_10,Chapter
"
   Report
  ",Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-021-1477-3,,2021,https://link.springer.com/article/10.1007/s11623-021-1477-3,Article
Cyber Threat Intelligence – What Does It Even Mean?,Cyber Threat Intelligence,,,,10.1007/978-1-4842-7220-6_2,Aaron Roberts,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7220-6_2,Chapter
Hacking the Human,Cyberwarfare,,,,10.1007/978-3-030-97299-8_5,Kristan Stoddart,2022,https://link.springer.com/chapter/10.1007/978-3-030-97299-8_5,Chapter
"Security, Privacy, and Compliance with the Law",Pro Database Migration to Azure,,,,10.1007/978-1-4842-8230-4_8,Kevin KlineDenis McDowellDustin DorseyMatt Gordon,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8230-4_8,Chapter
Life’s a Breach,Choose Your InfoSec Path,,,,10.1007/978-1-4842-7036-3_1,Alexander J. Roxon,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7036-3_1,Chapter
"
   Report
  ",Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-020-1390-1,,2021,https://link.springer.com/article/10.1007/s11623-020-1390-1,Article
Industry 5.0 or industry 4.0S? Introduction to industry 4.0 and a peek into the prospective industry 5.0 technologies,International Journal on Interactive Design and Manufacturing (IJIDeM),,,,10.1007/s12008-023-01217-8,Abirami Raja SanthiPadmakumar Muthuswamy,2023,https://link.springer.com/article/10.1007/s12008-023-01217-8,Article
The Rising Threat of Launchpad Attacks,"Security, Privacy and User Interaction",,,,10.1007/978-3-030-43754-1_7,Markus Jakobsson,2020,https://link.springer.com/chapter/10.1007/978-3-030-43754-1_7,Chapter
Technology Defenses to Fight the Root Causes of Breach: Part One,Big Breaches,,,,10.1007/978-1-4842-6655-7_12,Neil DaswaniMoudy Elbayadi,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6655-7_12,Chapter
Criminal Prosecutions and Civil Litigation Concerning Blockchain Technologies,Regulation of Cryptocurrencies and Blockchain Technologies,,,,10.1007/978-3-031-21812-5_5,Rosario Girasa,2023,https://link.springer.com/chapter/10.1007/978-3-031-21812-5_5,Chapter
Social Engineering Resistant 2FA,"Security, Privacy and User Interaction",,,,10.1007/978-3-030-43754-1_6,Markus Jakobsson,2020,https://link.springer.com/chapter/10.1007/978-3-030-43754-1_6,Chapter
Common Attacks Against Cryptographic Systems,Encryption for Organizations and Individuals,,,,10.1007/978-1-4842-6056-2_5,Robert Ciesla,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6056-2_5,Chapter
Cyber-Risk Management,"Digital Finance, Bits and Bytes",,,,10.1007/978-981-15-3431-7_9,Vasant Chintaman Joshi,2020,https://link.springer.com/chapter/10.1007/978-981-15-3431-7_9,Chapter
From Lessons Learned to Improvements Implemented: Some Roles for Gaming in Cybersecurity Risk Management,Advances in Cybersecurity Management,,,,10.1007/978-3-030-71381-2_14,Mary Ann Hoppa,2021,https://link.springer.com/chapter/10.1007/978-3-030-71381-2_14,Chapter
Fraud Risk Management: Using Fraud Analytics to Combat External and Insider Threats,Encyclopedia of Security and Emergency Management,,,,10.1007/978-3-319-69891-5_296-1,Pierre-Luc PomerleauMathieu Auger-Perreault,2020,https://link.springer.com/rwe/10.1007/978-3-319-69891-5_296-1,Living reference work entry
"Cyber-(in)Security, Revisited: Proactive Cyber-Defenses, Interdependence and Autonomous Human-Machine Teams (A-HMTs)",Adversary-Aware Learning Techniques and Trends in Cybersecurity,,,,10.1007/978-3-030-55692-1_10,William F. LawlessRanjeev MittuIra S. MoskowitzDonald A. SofgeStephen Russell,2021,https://link.springer.com/chapter/10.1007/978-3-030-55692-1_10,Chapter
A Descriptive Analytics of the Occurrence and Predictive Analytics of Cyber Attacks During the Pandemic,Challenges in the IoT and Smart Environments,,,,10.1007/978-3-030-87166-6_6,Emmanuel Folusho AdeniranHamid Jahankhani,2021,https://link.springer.com/chapter/10.1007/978-3-030-87166-6_6,Chapter
Robo-Justice,Advanced Artificial Intelligence and Robo-Justice,,,,10.1007/978-3-030-98206-5_11,Georgios I. Zekos,2022,https://link.springer.com/chapter/10.1007/978-3-030-98206-5_11,Chapter
Towards the Creation of a Threat Intelligence Framework for Maritime Infrastructures,Computer Security,,,,10.1007/978-3-030-42048-2_4,Nikolaos PitropakisMarios LogothetisGennady AndrienkoJason StefanatosEirini KarapistoliCostas Lambrinoudakis,2020,https://link.springer.com/chapter/10.1007/978-3-030-42048-2_4,Conference paper
Role of Government in Tackling Cyber Security Threat,Smart Technologies,,,,10.1007/978-981-13-7139-4_6,Pinosh Kumar HajoaryK. B. Akhilesh,2020,https://link.springer.com/chapter/10.1007/978-981-13-7139-4_6,Chapter
Applicability of machine learning in spam and phishing email filtering: review and approaches,Artificial Intelligence Review,,,,10.1007/s10462-020-09814-9,Tushaar GangavarapuC. D. JaidharBhabesh Chanduka,2020,https://link.springer.com/article/10.1007/s10462-020-09814-9,Article
An Analysis of Malware Trends in Enterprise Networks,Information Security,,,,10.1007/978-3-030-30215-3_18,Abbas AcarLong LuA. Selcuk UluagacEngin Kirda,2019,https://link.springer.com/chapter/10.1007/978-3-030-30215-3_18,Conference paper
Malware Architectural View with Performance Analysis in Network at Its Activation State,Cognitive Informatics and Soft Computing,,,,10.1007/978-981-13-0617-4_20,Sisira Kumar KapatSatya Narayan Tripathy,2019,https://link.springer.com/chapter/10.1007/978-981-13-0617-4_20,Conference paper
The Psychology of Internet Fraud Victimisation: a Systematic Review,Journal of Police and Criminal Psychology,,,,10.1007/s11896-019-09334-5,Gareth NorrisAlexandra BrookesDavid Dowell,2019,https://link.springer.com/article/10.1007/s11896-019-09334-5,Article
Where Are We Vulnerable?,Financial Cybersecurity Risk Management,,,,10.1007/978-1-4842-4194-3_2,Paul RohmeyerJennifer L. Bayuk,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4194-3_2,Chapter
Development of the World Cyber Security,World Internet Development Report 2017,,,,10.1007/978-3-662-57524-6_4,,2019,https://link.springer.com/chapter/10.1007/978-3-662-57524-6_4,Chapter
Leaving on a jet plane: the trade in fraudulently obtained airline tickets,"Crime, Law and Social Change",,,,10.1007/s10611-018-9777-8,Alice Hutchings,2018,https://link.springer.com/article/10.1007/s10611-018-9777-8,Article
Cybercrime in East and Southeast Asia: The Case of Taiwan,Asia-Pacific Security Challenges,,,,10.1007/978-3-319-61729-9_4,Leo S. F. LinJohn Nomikos,2018,https://link.springer.com/chapter/10.1007/978-3-319-61729-9_4,Chapter
X-Platform Phishing: Abusing Trust for&#xa0;Targeted Attacks Short Paper,Financial Cryptography and Data Security,,,,10.1007/978-3-319-70278-0_37,Hossein SiadatiToan NguyenNasir Memon,2017,https://link.springer.com/chapter/10.1007/978-3-319-70278-0_37,Conference paper
A novel approach to protect against phishing attacks at client side using auto-updated white-list,EURASIP Journal on Information Security,,,,10.1186/s13635-016-0034-3,Ankit Kumar JainB. B. Gupta,2016,https://link.springer.com/article/10.1186/s13635-016-0034-3,Article
Semantic Analysis of Messages,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_7,Markus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_7,Chapter
Persuasion in Scams,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_4,Ana FerreiraMarkus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_4,Chapter
What’s Biting Us,Personal Cybersecurity,,,,10.1007/978-1-4842-2430-4_1,Marvin Waschke,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2430-4_1,Chapter
Traditional Countermeasures to Unwanted Email,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_5,Hossein SiadatiSima JafarikhahMarkus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_5,Chapter
Fighting against phishing attacks: state of the art and future challenges,Neural Computing and Applications,,,,10.1007/s00521-016-2275-y,B. B. GuptaAakanksha TewariAnkit Kumar JainDharma P. Agrawal,2016,https://link.springer.com/article/10.1007/s00521-016-2275-y,Article
