title,publication,Book Series Title,Journal Volume,Journal Issue, doi,author,Publication Year,url,Content Type
"Legal, Regulatory, and Ethical Considerations in E-Business",E-Business Essentials,,,,10.1007/978-3-031-39626-7_15,Hamed Taherdoost,2023,https://link.springer.com/chapter/10.1007/978-3-031-39626-7_15,Chapter
Advancing cybersecurity: a comprehensive review of AI-driven detection techniques,Journal of Big Data,,,,10.1186/s40537-024-00957-y,Aya H. SalemSafaa M. AzzamO. E. EmamAmr A. Abohany,2024,https://link.springer.com/article/10.1186/s40537-024-00957-y,Article
INCHAIN: a cyber insurance architecture with smart contracts and self-sovereign identity on top of blockchain,International Journal of Information Security,,,,10.1007/s10207-023-00741-8,Aristeidis FaraoGeorgios PaparisSakshyam PandaEmmanouil PanaousisApostolis ZarrasChristos Xenakis,2023,https://link.springer.com/article/10.1007/s10207-023-00741-8,Article
Artificial Intelligence and Data Mining,Counterterrorism and Cybersecurity,,,,10.1007/978-3-031-63126-9_13,Newton Lee,2024,https://link.springer.com/chapter/10.1007/978-3-031-63126-9_13,Chapter
Implications for Financial Crime in Nigeria,"Cybercrime, Digital Forensic Readiness, and Financial Crime Investigation in Nigeria",,,,10.1007/978-3-031-54089-9_7,Robinson Tombari SibeChristian Kaunert,2024,https://link.springer.com/chapter/10.1007/978-3-031-54089-9_7,Chapter
Report,Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-021-1519-x,,2021,https://link.springer.com/article/10.1007/s11623-021-1519-x,Article
The Malware as a Service Ecosystem,Malware,,,,10.1007/978-3-031-66245-4_16,Constantinos PatsakisDavid ArroyoFran Casino,2025,https://link.springer.com/chapter/10.1007/978-3-031-66245-4_16,Chapter
Artificial Intelligence Methods in Email Marketing—A Survey,Dependable Computer Systems and Networks,,,,10.1007/978-3-031-37720-4_8,Anna Jach,2023,https://link.springer.com/chapter/10.1007/978-3-031-37720-4_8,Conference paper
Meeting the Challenges of Fraud in a Digital World,The Handbook of Security,,,,10.1007/978-3-030-91735-7_11,Cassandra Cross,2022,https://link.springer.com/chapter/10.1007/978-3-030-91735-7_11,Chapter
Globalization of Crime and Digitized Societies: A Recent Survey,Evolution of Digitized Societies Through Advanced Technologies,,,,10.1007/978-981-19-2984-7_13,Leo S. F. Lin,2022,https://link.springer.com/chapter/10.1007/978-981-19-2984-7_13,Chapter
Hacking the Human,Cyberwarfare,,,,10.1007/978-3-030-97299-8_5,Kristan Stoddart,2022,https://link.springer.com/chapter/10.1007/978-3-030-97299-8_5,Chapter
Cybercrime,Legal Translation between English and Arabic,,,,10.1007/978-3-031-14838-5_11,Ali Almanna,2023,https://link.springer.com/chapter/10.1007/978-3-031-14838-5_11,Chapter
Economic Crimes in Current Era: World and Indian Context,Intelligent System and Data Analysis,,,,10.1007/978-981-97-5200-3_12,Arjun ChoudharyAshish TripathiMeenakshi PuniaChetanya KunndraVikas Kumar Kharbas,2025,https://link.springer.com/chapter/10.1007/978-981-97-5200-3_12,Conference paper
Underwriting in Reinsurance,Handbook of Reinsurance Practice,,,,10.33283/978-3-86298-614-9_6,Andreas SchwepckeAlexandra Vetter,2022,https://link.springer.com/chapter/10.33283/978-3-86298-614-9_6,Chapter
Security Awareness: Brave New World,Information Security Planning,,,,10.1007/978-3-031-43118-0_1,Susan Lincke,2024,https://link.springer.com/chapter/10.1007/978-3-031-43118-0_1,Chapter
Cyber Threat Intelligence Methodologies: Hunting Cyber Threats with Threat Intelligence Platforms and Deception Techniques,2nd EAI International Conference on Smart Technology,,,,10.1007/978-3-031-07670-1_2,Arturo E. TorresFrancisco TorresArturo Torres Budgud,2023,https://link.springer.com/chapter/10.1007/978-3-031-07670-1_2,Conference paper
Pandemics and Fraud: Learning from the Coronavirus Pandemic and Its Antecedents,Cybercrime in the Pandemic Digital Age and Beyond,,,,10.1007/978-3-031-29107-4_3,Michael Levi,2023,https://link.springer.com/chapter/10.1007/978-3-031-29107-4_3,Chapter
Social Engineering Resistant 2FA,"Security, Privacy and User Interaction",,,,10.1007/978-3-030-43754-1_6,Markus Jakobsson,2020,https://link.springer.com/chapter/10.1007/978-3-030-43754-1_6,Chapter
Another Look at Cybersecurity Awareness Programs,Human Aspects of Information Security and Assurance,,,,10.1007/978-3-031-38530-8_2,S. H. von SolmsJaco du ToitElmarie Kritzinger,2023,https://link.springer.com/chapter/10.1007/978-3-031-38530-8_2,Conference paper
The South African and Senegalese Legislative Response to Malware-Facilitated Cybercrime,Malware,,,,10.1007/978-3-031-66245-4_10,Sagwadi Mabunda,2025,https://link.springer.com/chapter/10.1007/978-3-031-66245-4_10,Chapter
External Offenders,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_4,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_4,Chapter
Comprehensive framework for implementing blockchain-enabled federated learning and full homomorphic encryption for chatbot security system,Cluster Computing,,,,10.1007/s10586-024-04515-2,Nasir Ahmad JalaliChen Hongsong,2024,https://link.springer.com/article/10.1007/s10586-024-04515-2,Article
Cybersecurity Incidents in Relation to Fraudulent SIM Card Registration in Malawi,"Mathematical Modeling, Applied Analysis and Computational Methods",,,,10.1007/978-981-96-3460-6_12,Mangani D. KazembeSudeep VarshneyKeshav Gupta,2025,https://link.springer.com/chapter/10.1007/978-981-96-3460-6_12,Conference paper
Artificial intelligence in the COVID-19 pandemic: balancing benefits and ethical challenges in China’s response,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-04564-x,Xiaojun DingBingxing ShangCaifeng XieJiayi XinFeng Yu,2025,https://link.springer.com/article/10.1057/s41599-025-04564-x,Article
The Crime-Crypto Nexus: Nuancing Risk Across Crypto-Crime Transactions,Financial Crime and the Law,,,,10.1007/978-3-031-59543-1_2,Rhianna HamiltonChristian Leuprecht,2024,https://link.springer.com/chapter/10.1007/978-3-031-59543-1_2,Chapter
Online Convenience,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_3,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_3,Chapter
Lost in the Maze: Disentangling the Behavioral Variety of Money Laundering,European Journal on Criminal Policy and Research,,,,10.1007/s10610-023-09572-8,Mirko Nazzari,2023,https://link.springer.com/article/10.1007/s10610-023-09572-8,Article
Public-Private Collaboration for Combatting Cyber Fraud,"Financial Crime, Law and Governance",,,,10.1007/978-3-031-59547-9_12,Daniel HalpinSheri Todd,2024,https://link.springer.com/chapter/10.1007/978-3-031-59547-9_12,Chapter
Mouse Dynamics-Based Online Fraud Detection System for Online Education Platforms,Proceedings of Ninth International Congress on Information and Communication Technology,,,,10.1007/978-981-97-3302-6_21,Aditya SubashInsu SongIckjai LeeKyungmi Lee,2024,https://link.springer.com/chapter/10.1007/978-981-97-3302-6_21,Conference paper
Leveraging Artificial Intelligence Capabilities for Real-Time Monitoring of Cybersecurity Threats,Explainable Artificial Intelligence for Cyber Security,,,,10.1007/978-3-030-96630-0_7,Nickson M. KarieNor Masri Bin SahriWencheng YangMichael N. Johnstone,2022,https://link.springer.com/chapter/10.1007/978-3-030-96630-0_7,Chapter
Cybercrime Analysis of India Using Machine Learning,Data Science and Applications,,,,10.1007/978-981-99-7820-5_11,Aviral GoyalLydia J. Gnanasigamani,2024,https://link.springer.com/chapter/10.1007/978-981-99-7820-5_11,Conference paper
Future of AI-Driven Digital Forensics,Artificial Intelligence in Practice,,,,10.1007/978-3-031-89327-8_12,S. S. IyengarSeyedsina NabavirazaviYashas HariprasadPrasad HBC. Krishna Mohan,2025,https://link.springer.com/chapter/10.1007/978-3-031-89327-8_12,Chapter
The Fear of Losing Your Job,The Future of Workplace Fear,,,,10.1007/978-1-4842-8101-7_6,Steve Prentice,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8101-7_6,Chapter
The Effect of Internet Threat on Small Businesses in South Africa,Networks and Systems in Cybernetics,,,,10.1007/978-3-031-35317-8_14,Awosejo Oluwaseun JohnsonAgnieta PretoriusTendani Lavhengwa,2023,https://link.springer.com/chapter/10.1007/978-3-031-35317-8_14,Conference paper
"Digital health data security practices among health professionals in low-resource settings: cross-sectional study in Amhara Region, Ethiopia",BMC Medical Informatics and Decision Making,,,,10.1186/s12911-025-02902-2,Ayenew Sisay GebeyewWondwossen ZemeneBinyam Chaklu TilahunNebyu Demeke MengestieBerhanu Fikade EndehabtuZegeye Regasa WordofaMitiku Kassaw TakilloGedefaw Belete AshagrieMelaku Molla Sisay,2025,https://link.springer.com/article/10.1186/s12911-025-02902-2,Article
Report,Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-021-1446-x,,2021,https://link.springer.com/article/10.1007/s11623-021-1446-x,Article
Using artificial intelligence (AI) and deepfakes to deceive victims: the need to rethink current romance fraud prevention messaging,Crime Prevention and Community Safety,,,,10.1057/s41300-021-00134-w,Cassandra Cross,2022,https://link.springer.com/article/10.1057/s41300-021-00134-w,Article
Enhanced Lightweight Model for Detection of Phishing URL Using Machine Learning,ICT Analysis and Applications,,,,10.1007/978-981-15-8354-4_6,Siddhesh MasurkarVipul Dalal,2021,https://link.springer.com/chapter/10.1007/978-981-15-8354-4_6,Conference paper
Enhanced Lightweight Model for Detection of Phishing URL Using Machine Learning,Machine Intelligence and Smart Systems,,,,10.1007/978-981-33-4893-6_24,Siddhesh MasurkarVipul Dalal,2021,https://link.springer.com/chapter/10.1007/978-981-33-4893-6_24,Conference paper
Designing an Email Security Awareness Program for State-Owned Enterprises in Namibia,IOT with Smart Systems,,,,10.1007/978-981-16-3945-6_67,Mamoqenelo Priscilla MorolongFungai Bhunu ShavaVictor Goodson Shilongo,2022,https://link.springer.com/chapter/10.1007/978-981-16-3945-6_67,Conference paper
Robust Keystroke Behavior Features for Continuous User Authentication for Online Fraud Detection,Proceedings of Eighth International Congress on Information and Communication Technology,,,,10.1007/978-981-99-3243-6_71,Aditya SubashInsu SongKexin Tao,2023,https://link.springer.com/chapter/10.1007/978-981-99-3243-6_71,Conference paper
2030 Roadmap: Cybersecurity in Food E-Commerce,Cybersecurity,,,,10.1007/978-3-031-34843-3_7,Cuong NguyenJordan WearingKawther ElolaimiPavithra PrasadPrajakta ThoratTony CalifanoTugrul U. Daim,2023,https://link.springer.com/chapter/10.1007/978-3-031-34843-3_7,Chapter
The Rising Threat of Launchpad Attacks,"Security, Privacy and User Interaction",,,,10.1007/978-3-030-43754-1_7,Markus Jakobsson,2020,https://link.springer.com/chapter/10.1007/978-3-030-43754-1_7,Chapter
Smart Hospitals and Cyber Security Attacks,Digital Technologies and Applications,,,,10.1007/978-3-030-73882-2_27,Yassine ChahidMohammed BenabdellahNabil Kannouf,2021,https://link.springer.com/chapter/10.1007/978-3-030-73882-2_27,Conference paper
Overview and Importance of Data Governance,Data Governance,,,,10.1007/978-3-031-67268-2_1,Dimitrios Sargiotis,2024,https://link.springer.com/chapter/10.1007/978-3-031-67268-2_1,Chapter
Applicability of machine learning in spam and phishing email filtering: review and approaches,Artificial Intelligence Review,,,,10.1007/s10462-020-09814-9,Tushaar GangavarapuC. D. JaidharBhabesh Chanduka,2020,https://link.springer.com/article/10.1007/s10462-020-09814-9,Article
Towards digital organized crime and digital sociology of organized crime,Trends in Organized Crime,,,,10.1007/s12117-022-09457-y,Andrea Di Nicola,2022,https://link.springer.com/article/10.1007/s12117-022-09457-y,Article
Conclusion: Misinformation and AI—How Algorithms Generate and Manipulate Misinformation,Artificial Misinformation,,,,10.1007/978-3-031-52569-8_10,Donghee Shin,2024,https://link.springer.com/chapter/10.1007/978-3-031-52569-8_10,Chapter
Introduction and Contextual Background of Cybercrime as an Emerging Phenomenon in Africa,Cybercrime and Challenges in South Africa,,,,10.1007/978-981-99-3057-9_1,Stanley Osezua EhianeMosud Y. Olumoye,2023,https://link.springer.com/chapter/10.1007/978-981-99-3057-9_1,Chapter
A roadmap for governing AI: technology governance and power-sharing liberalism,AI and Ethics,,,,10.1007/s43681-024-00635-y,Danielle AllenSarah HubbardWoojin LimAllison StangerShlomit WagmanKinney ZalesneOmoaholo Omoakhalen,2025,https://link.springer.com/article/10.1007/s43681-024-00635-y,Article
Early Detection of&#xa0;Spam Domains with&#xa0;Passive DNS and&#xa0;SPF,Passive and Active Measurement,,,,10.1007/978-3-030-98785-5_2,Simon FernandezMaciej KorczyńskiAndrzej Duda,2022,https://link.springer.com/chapter/10.1007/978-3-030-98785-5_2,Conference paper
Die Cyber-Normalität,Die Corona-Transformation,,,,10.1007/978-3-658-33993-7_7,Dirk Drechsler,2022,https://link.springer.com/chapter/10.1007/978-3-658-33993-7_7,Chapter
Enforcement Knowledge,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_8,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_8,Chapter
Seeing the Future,"Security, Privacy and User Interaction",,,,10.1007/978-3-030-43754-1_9,Markus Jakobsson,2020,https://link.springer.com/chapter/10.1007/978-3-030-43754-1_9,Chapter
The Economics of Transnational Organised Crime: A Conceptual Analysis of Issues and Challenges in the 21st Century,The Palgrave Handbook of (In)security and Transnational Crime in Africa,,,,10.1007/978-3-031-74786-1_1,Shanta Balgobind SinghGerelene JagganathTolulope Ojolo,2025,https://link.springer.com/chapter/10.1007/978-3-031-74786-1_1,Chapter
Behavioral Anomaly Model for Detecting Compromised Accounts on a Social Network,Advances in Computational Collective Intelligence,,,,10.1007/978-3-030-88113-9_20,Antonin FuchsMiroslava Mikusova,2021,https://link.springer.com/chapter/10.1007/978-3-030-88113-9_20,Conference paper
Fraud Risk Management: Using Fraud Analytics to Combat External and Insider Threats,Encyclopedia of Security and Emergency Management,,,,10.1007/978-3-319-70488-3_296,Pierre-Luc PomerleauMathieu Auger-Perreault,2021,https://link.springer.com/rwe/10.1007/978-3-319-70488-3_296,Reference work entry
Technology Issues,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_6,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_6,Chapter
Technology Defenses to Fight the Root Causes of Breach: Part One,Big Breaches,,,,10.1007/978-1-4842-6655-7_12,Neil DaswaniMoudy Elbayadi,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6655-7_12,Chapter
A Cyber4Dev Security Culture Model,"Advanced Research in Technologies, Information, Innovation and Sustainability",,,,10.1007/978-3-031-20316-9_26,Morena Abiel TsoeuAdéle da Veiga,2022,https://link.springer.com/chapter/10.1007/978-3-031-20316-9_26,Conference paper
A logical consideration on fraudulent email communication,Artificial Life and Robotics,,,,10.1007/s10015-020-00597-4,Seiko MyojinNoboru Babaguchi,2020,https://link.springer.com/article/10.1007/s10015-020-00597-4,Article
Cybersecurity Threats in Africa,The Palgrave Handbook of Sustainable Peace and Security in Africa,,,,10.1007/978-3-030-82020-6_10,Tabitha MwangiTracy AsavaIretioluwa Akerele,2022,https://link.springer.com/chapter/10.1007/978-3-030-82020-6_10,Chapter
IT Security Technical Controls,IT Security Controls,,,,10.1007/978-1-4842-7799-7_4,Virgilio ViegasOben Kuyucu,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7799-7_4,Chapter
Fuzzy graphs in telecommunications: exploring average fuzzy cyclic connectivity for enhanced connectivity analysis,Journal of Applied Mathematics and Computing,,,,10.1007/s12190-024-02117-0,P. SujithraSunil MathewJ. N. Mordeson,2024,https://link.springer.com/article/10.1007/s12190-024-02117-0,Article
Cyber-Risk Management,"Digital Finance, Bits and Bytes",,,,10.1007/978-981-15-3431-7_9,Vasant Chintaman Joshi,2020,https://link.springer.com/chapter/10.1007/978-981-15-3431-7_9,Chapter
Changing Landscape of Crime in Cyberspace,Cyber Economic Crime in India,,,,10.1007/978-3-030-44655-0_2,Balsing Rajput,2020,https://link.springer.com/chapter/10.1007/978-3-030-44655-0_2,Chapter
Cyber threat assessment and management for securing healthcare ecosystems using natural language processing,International Journal of Information Security,,,,10.1007/s10207-023-00769-w,Stefano SilvestriShareful IslamDmitry AmelinGabriele WeilerSpyridon PapastergiouMario Ciampi,2023,https://link.springer.com/article/10.1007/s10207-023-00769-w,Article
Life’s a Breach,Choose Your InfoSec Path,,,,10.1007/978-1-4842-7036-3_1,Alexander J. Roxon,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7036-3_1,Chapter
A Framework for Analysis Attackers’ Accounts,"Security, Privacy and User Interaction",,,,10.1007/978-3-030-43754-1_4,Hossein SiadatiJay KovenChristian Felix da SilvaMarkus JakobssonEnrico BertiniDavid MaimonNasir Memon,2020,https://link.springer.com/chapter/10.1007/978-3-030-43754-1_4,Chapter
Redefining the Approach to Cybersecurity,Building a Cybersecurity Culture in Organizations,,,,10.1007/978-3-030-43999-6_3,Isabella Corradini,2020,https://link.springer.com/chapter/10.1007/978-3-030-43999-6_3,Chapter
Digital Transformation Impact in Security and Privacy,Developments and Advances in Defense and Security,,,,10.1007/978-981-16-4884-7_6,Andrea DíazLaura GuerraEleazar Díaz,2022,https://link.springer.com/chapter/10.1007/978-981-16-4884-7_6,Conference paper
Cyber Threat Intelligence – What Does It Even Mean?,Cyber Threat Intelligence,,,,10.1007/978-1-4842-7220-6_2,Aaron Roberts,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7220-6_2,Chapter
Estimating vulnerability metrics with word embedding and multiclass classification methods,International Journal of Information Security,,,,10.1007/s10207-023-00734-7,Hakan KekülBurhan ErgenHalil Arslan,2023,https://link.springer.com/article/10.1007/s10207-023-00734-7,Article
Theoretical Model to Gauge the Organization’s Readiness of Flexible Work Arrangements (Work-From-Home),Managing Disruptions in Business,,,,10.1007/978-3-030-79709-6_15,Munmun Goswami,2022,https://link.springer.com/chapter/10.1007/978-3-030-79709-6_15,Chapter
From Lessons Learned to Improvements Implemented: Some Roles for Gaming in Cybersecurity Risk Management,Advances in Cybersecurity Management,,,,10.1007/978-3-030-71381-2_14,Mary Ann Hoppa,2021,https://link.springer.com/chapter/10.1007/978-3-030-71381-2_14,Chapter
Criminal Prosecutions and Civil Litigation Concerning Blockchain Technologies,Regulation of Cryptocurrencies and Blockchain Technologies,,,,10.1007/978-3-031-21812-5_5,Rosario Girasa,2023,https://link.springer.com/chapter/10.1007/978-3-031-21812-5_5,Chapter
"
   Report
  ",Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-020-1390-1,,2021,https://link.springer.com/article/10.1007/s11623-020-1390-1,Article
Organized Crime During and After the Pandemic,Global Security in Times of Covid-19,,,,10.1007/978-3-030-82230-9_11,Virginia Comolli,2022,https://link.springer.com/chapter/10.1007/978-3-030-82230-9_11,Chapter
Fraud Risk Management: Using Fraud Analytics to Combat External and Insider Threats,Encyclopedia of Security and Emergency Management,,,,10.1007/978-3-319-69891-5_296-1,Pierre-Luc PomerleauMathieu Auger-Perreault,2020,https://link.springer.com/rwe/10.1007/978-3-319-69891-5_296-1,Living reference work entry
"
   Report
  ",Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-021-1477-3,,2021,https://link.springer.com/article/10.1007/s11623-021-1477-3,Article
The Cybersecurity Wild West,Cyber Threat Intelligence,,,,10.1007/978-1-4842-7220-6_1,Aaron Roberts,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7220-6_1,Chapter
"Security, Privacy, and Compliance with the Law",Pro Database Migration to Azure,,,,10.1007/978-1-4842-8230-4_8,Kevin KlineDenis McDowellDustin DorseyMatt Gordon,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8230-4_8,Chapter
"
Report
",Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-020-1295-z,,2020,https://link.springer.com/article/10.1007/s11623-020-1295-z,Article
Security: It’s Everyone’s Business!,The Future of Software Quality Assurance,,,,10.1007/978-3-030-29509-7_19,Keith Yorkston,2020,https://link.springer.com/chapter/10.1007/978-3-030-29509-7_19,Chapter
Interdisciplinary Cybersecurity: Rethinking the Approach and the Process,National Cyber Summit (NCS) Research Track,,,,10.1007/978-3-030-31239-8_6,Johanna JacobMichelle PetersT. Andrew Yang,2020,https://link.springer.com/chapter/10.1007/978-3-030-31239-8_6,Conference paper
Common Attacks Against Cryptographic Systems,Encryption for Organizations and Individuals,,,,10.1007/978-1-4842-6056-2_5,Robert Ciesla,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6056-2_5,Chapter
The Psychology of Internet Fraud Victimisation: a Systematic Review,Journal of Police and Criminal Psychology,,,,10.1007/s11896-019-09334-5,Gareth NorrisAlexandra BrookesDavid Dowell,2019,https://link.springer.com/article/10.1007/s11896-019-09334-5,Article
Where the User Does Look When Reading Phishing Mails – An Eye-Tracking Study,Learning and Collaboration Technologies. Designing Learning Experiences,,,,10.1007/978-3-030-21814-0_21,Kevin PfeffelPhilipp UlsamerNicholas H. Müller,2019,https://link.springer.com/chapter/10.1007/978-3-030-21814-0_21,Conference paper
Status of Cybersecurity Awareness Level in Malaysia,Innovations in Cybersecurity Education,,,,10.1007/978-3-030-50244-7_17,M. R. K. AriffinM. Letchumanan,2020,https://link.springer.com/chapter/10.1007/978-3-030-50244-7_17,Chapter
Cybersecurity and Mobile Device Forensic,Cybersecurity in Nigeria,,,,10.1007/978-3-030-15210-9_4,Aamo Iorliam,2019,https://link.springer.com/chapter/10.1007/978-3-030-15210-9_4,Chapter
"Cyber-(in)Security, Revisited: Proactive Cyber-Defenses, Interdependence and Autonomous Human-Machine Teams (A-HMTs)",Adversary-Aware Learning Techniques and Trends in Cybersecurity,,,,10.1007/978-3-030-55692-1_10,William F. LawlessRanjeev MittuIra S. MoskowitzDonald A. SofgeStephen Russell,2021,https://link.springer.com/chapter/10.1007/978-3-030-55692-1_10,Chapter
A Descriptive Analytics of the Occurrence and Predictive Analytics of Cyber Attacks During the Pandemic,Challenges in the IoT and Smart Environments,,,,10.1007/978-3-030-87166-6_6,Emmanuel Folusho AdeniranHamid Jahankhani,2021,https://link.springer.com/chapter/10.1007/978-3-030-87166-6_6,Chapter
An Analysis of Malware Trends in Enterprise Networks,Information Security,,,,10.1007/978-3-030-30215-3_18,Abbas AcarLong LuA. Selcuk UluagacEngin Kirda,2019,https://link.springer.com/chapter/10.1007/978-3-030-30215-3_18,Conference paper
Role of Government in Tackling Cyber Security Threat,Smart Technologies,,,,10.1007/978-981-13-7139-4_6,Pinosh Kumar HajoaryK. B. Akhilesh,2020,https://link.springer.com/chapter/10.1007/978-981-13-7139-4_6,Chapter
Neural and Behavioral Insights into Online Trust and Uncertainty,Organizational Neuroethics,,,,10.1007/978-3-030-27177-0_13,Uma R. KarmarkarAdrianna C. Jenkins,2020,https://link.springer.com/chapter/10.1007/978-3-030-27177-0_13,Chapter
Biometrie 2.0 – Sicherheit durch kontinuierliche Authentifizierung,Digitale Welt,,,,10.1007/s42354-019-0175-x,Sebastian MayerWerner ThalmeierKarl-Otto FegerFrank ReiländerDirk Rosenau,2019,https://link.springer.com/article/10.1007/s42354-019-0175-x,Article
Where Are We Vulnerable?,Financial Cybersecurity Risk Management,,,,10.1007/978-1-4842-4194-3_2,Paul RohmeyerJennifer L. Bayuk,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4194-3_2,Chapter
Towards the Creation of a Threat Intelligence Framework for Maritime Infrastructures,Computer Security,,,,10.1007/978-3-030-42048-2_4,Nikolaos PitropakisMarios LogothetisGennady AndrienkoJason StefanatosEirini KarapistoliCostas Lambrinoudakis,2020,https://link.springer.com/chapter/10.1007/978-3-030-42048-2_4,Conference paper
Development of the World Cyber Security,World Internet Development Report 2017,,,,10.1007/978-3-662-57524-6_4,,2019,https://link.springer.com/chapter/10.1007/978-3-662-57524-6_4,Chapter
Leaving on a jet plane: the trade in fraudulently obtained airline tickets,"Crime, Law and Social Change",,,,10.1007/s10611-018-9777-8,Alice Hutchings,2018,https://link.springer.com/article/10.1007/s10611-018-9777-8,Article
Cybercrime in East and Southeast Asia: The Case of Taiwan,Asia-Pacific Security Challenges,,,,10.1007/978-3-319-61729-9_4,Leo S. F. LinJohn Nomikos,2018,https://link.springer.com/chapter/10.1007/978-3-319-61729-9_4,Chapter
Case Study: Business Email Compromise,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_11,Markus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_11,Chapter
X-Platform Phishing: Abusing Trust for&#xa0;Targeted Attacks Short Paper,Financial Cryptography and Data Security,,,,10.1007/978-3-319-70278-0_37,Hossein SiadatiToan NguyenNasir Memon,2017,https://link.springer.com/chapter/10.1007/978-3-319-70278-0_37,Conference paper
Understanding Social Engineering Based Scams,,,,,10.1007/978-1-4939-6457-4,Markus Jakobsson,2016,https://link.springer.com/book/10.1007/978-1-4939-6457-4,Book
What’s Biting Us,Personal Cybersecurity,,,,10.1007/978-1-4842-2430-4_1,Marvin Waschke,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2430-4_1,Chapter
A novel approach to protect against phishing attacks at client side using auto-updated white-list,EURASIP Journal on Information Security,,,,10.1186/s13635-016-0034-3,Ankit Kumar JainB. B. Gupta,2016,https://link.springer.com/article/10.1186/s13635-016-0034-3,Article
Fighting against phishing attacks: state of the art and future challenges,Neural Computing and Applications,,,,10.1007/s00521-016-2275-y,B. B. GuptaAakanksha TewariAnkit Kumar JainDharma P. Agrawal,2016,https://link.springer.com/article/10.1007/s00521-016-2275-y,Article
Protection of People,Practical Information Security Management,,,,10.1007/978-1-4842-1685-9_8,Tony Campbell,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1685-9_8,Chapter
Persuasion in Scams,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_4,Ana FerreiraMarkus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_4,Chapter
Identifying Scams and Trends,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_2,Damon McCoyYoungsam ParkElaine ShiMarkus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_2,Chapter
Traditional Countermeasures to Unwanted Email,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_5,Hossein SiadatiSima JafarikhahMarkus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_5,Chapter
Mobile Money in the Australasian Region - A Technical Security Perspective,Applications and Techniques in Information Security,,,,10.1007/978-981-10-2741-3_13,Swathi ParasaLynn Margaret Batten,2016,https://link.springer.com/chapter/10.1007/978-981-10-2741-3_13,Conference paper
